LAUS Code,State FIPS Code,County FIPS Code,County Name,State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate,Geolocation
CN2119100000000,21,191,Pendleton County,KY,01/01/2014 12:00:00 AM,6765,6315,450,6.7,"Pendleton County, KY
(38.4622, -85.303596)"
CN2908500000000,29,085,Hickory County,MO,01/01/2014 12:00:00 AM,3710,3402,308,8.3,"Hickory County, MO
(39.999699, -93.665604)"
CN2207100000000,22,071,Orleans Parish,LA,01/01/2014 12:00:00 AM,179310,166891,12419,6.9,"Orleans Parish, LA
(29.950621, -90.074948)"
CN2122900000000,21,229,Washington County,KY,01/01/2014 12:00:00 AM,6129,5796,333,5.4,"Washington County, KY
(38.615799, -83.808601)"
CN2904500000000,29,045,Clark County,MO,01/01/2014 12:00:00 AM,3452,3214,238,6.9,"Clark County, MO
(38.628171, -90.596745)"
CN1710500000000,17,105,Livingston County,IL,01/01/2014 12:00:00 AM,17511,16402,1109,6.3,"Livingston County, IL
(38.967759, -89.763984)"
CN2100300000000,21,003,Allen County,KY,01/01/2014 12:00:00 AM,8673,8162,511,5.9,"Allen County, KY
(36.718012, -87.068529)"
CN2907900000000,29,079,Grundy County,MO,01/01/2014 12:00:00 AM,4921,4662,259,5.3,"Grundy County, MO
(38.88939, -94.534905)"
CN2614700000000,26,147,St. Clair County,MI,01/01/2014 12:00:00 AM,73651,66589,7062,9.6,"St. Clair County, MI
(42.496493, -82.888565)"
CN2502700000000,25,027,Worcester County,MA,01/01/2014 12:00:00 AM,425069,398963,26106,6.1,"Worcester County, MA
(42.262073, -71.802278)"
CN2403100000000,24,031,Montgomery County,MD,01/01/2014 12:00:00 AM,544210,520288,23922,4.4,"Montgomery County, MD
(39.172784, -77.197447)"
CN2205700000000,22,057,Lafourche Parish,LA,01/01/2014 12:00:00 AM,48554,46228,2326,4.8,"Lafourche Parish, LA
(29.397499, -90.585602)"
CN1817700000000,18,177,Wayne County,IN,01/01/2014 12:00:00 AM,30925,28911,2014,6.5,"Wayne County, IN
(41.481701, -85.250801)"
CN1700700000000,17,007,Boone County,IL,01/01/2014 12:00:00 AM,26390,24345,2045,7.7,"Boone County, IL
(41.961576, -87.948888)"
CN2816300000000,28,163,Yazoo County,MS,01/01/2014 12:00:00 AM,9269,8346,923,10,"Yazoo County, MS
(32.8881, -90.389397)"
CN2016300000000,20,163,Rooks County,KS,01/01/2014 12:00:00 AM,2854,2751,103,3.6,"Rooks County, KS
(38.465748, -99.310259)"
CN1915700000000,19,157,Poweshiek County,IA,01/01/2014 12:00:00 AM,10440,9992,448,4.3,"Poweshiek County, IA
(40.7122, -95.129402)"
CN2600900000000,26,009,Antrim County,MI,01/01/2014 12:00:00 AM,10057,9095,962,9.6,"Antrim County, MI
(44.889999, -85.073898)"
CN2606700000000,26,067,Ionia County,MI,01/01/2014 12:00:00 AM,29209,27385,1824,6.2,"Ionia County, MI
(42.55675, -84.303019)"
CN2814100000000,28,141,Tishomingo County,MS,01/01/2014 12:00:00 AM,7586,7000,586,7.7,"Tishomingo County, MS
(34.637019, -88.232077)"
CN2909700000000,29,097,Jasper County,MO,01/01/2014 12:00:00 AM,57979,54928,3051,5.3,"Jasper County, MO
(37.336131, -94.300792)"
CN2004900000000,20,049,Elk County,KS,01/01/2014 12:00:00 AM,1310,1243,67,5.1,"Elk County, KS
(37.791786, -95.150237)"
CN1813500000000,18,135,Randolph County,IN,01/01/2014 12:00:00 AM,12490,11682,808,6.5,"Randolph County, IN
(40.266102, -84.9758)"
CN2907100000000,29,071,Franklin County,MO,01/01/2014 12:00:00 AM,52296,48936,3360,6.4,"Franklin County, MO
(39.010852, -92.756384)"
CN1916100000000,19,161,Sac County,IA,01/01/2014 12:00:00 AM,5574,5354,220,3.9,"Sac County, IA
(43.075969, -96.175468)"
CN1808100000000,18,081,Johnson County,IN,01/01/2014 12:00:00 AM,75521,71773,3748,5,"Johnson County, IN
(40.227501, -87.486397)"
CN2101300000000,21,013,Bell County,KY,01/01/2014 12:00:00 AM,9315,8377,938,10.1,"Bell County, KY
(37.304199, -85.436401)"
CN1800100000000,18,001,Adams County,IN,01/01/2014 12:00:00 AM,16417,15666,751,4.6,"Adams County, IN
(39.556799, -86.616264)"
CN2904300000000,29,043,Christian County,MO,01/01/2014 12:00:00 AM,42372,40298,2074,4.9,"Christian County, MO
(38.556001, -90.386144)"
CN1900500000000,19,005,Allamakee County,IA,01/01/2014 12:00:00 AM,7731,7291,440,5.7,"Allamakee County, IA
(41.723684, -90.714136)"
CN2103100000000,21,031,Butler County,KY,01/01/2014 12:00:00 AM,5193,4805,388,7.5,"Butler County, KY
(38.763697, -84.352848)"
CN1710100000000,17,101,Lawrence County,IL,01/01/2014 12:00:00 AM,6360,5872,488,7.7,"Lawrence County, IL
(38.727033, -87.68728)"
CN2012100000000,20,121,Miami County,KS,01/01/2014 12:00:00 AM,16878,16082,796,4.7,"Miami County, KS
(39.090381, -95.748223)"
CN2616100000000,26,161,Washtenaw County,MI,01/01/2014 12:00:00 AM,186996,177822,9174,4.9,"Washtenaw County, MI
(41.770302, -84.097801)"
CN1916300000000,19,163,Scott County,IA,01/01/2014 12:00:00 AM,88788,84129,4659,5.2,"Scott County, IA
(41.547699, -93.619698)"
CN2117100000000,21,171,Monroe County,KY,01/01/2014 12:00:00 AM,4604,4350,254,5.5,"Monroe County, KY
(38.297454, -85.586293)"
CN2908900000000,29,089,Howard County,MO,01/01/2014 12:00:00 AM,5010,4741,269,5.4,"Howard County, MO
(36.5289, -92.331902)"
CN2811500000000,28,115,Pontotoc County,MS,01/01/2014 12:00:00 AM,13473,12556,917,6.8,"Pontotoc County, MS
(34.249079, -88.999324)"
CN2003500000000,20,035,Cowley County,KS,01/01/2014 12:00:00 AM,17286,16485,801,4.6,"Cowley County, KS
(39.380368, -97.124554)"
CN1805700000000,18,057,Hamilton County,IN,01/01/2014 12:00:00 AM,161117,154583,6534,4.1,"Hamilton County, IN
(41.535213, -84.920307)"
CN1804500000000,18,045,Fountain County,IN,01/01/2014 12:00:00 AM,8199,7627,572,7,"Fountain County, IN
(39.574508, -87.247711)"
CN2209100000000,22,091,St. Helena Parish,LA,01/01/2014 12:00:00 AM,4541,4086,455,10,"St. Helena Parish, LA
(30.8442, -92.257797)"
CN2107300000000,21,073,Franklin County,KY,01/01/2014 12:00:00 AM,24378,23088,1290,5.3,"Franklin County, KY
(38.201005, -84.87329)"
CN1809100000000,18,091,LaPorte County,IN,01/01/2014 12:00:00 AM,48878,45154,3724,7.6,"LaPorte County, IN
(41.609885, -86.721695)"
CN2501300000000,25,013,Hampden County,MA,01/01/2014 12:00:00 AM,221677,204303,17374,7.8,"Hampden County, MA
(42.063519, -72.417358)"
CN1806900000000,18,069,Huntington County,IN,01/01/2014 12:00:00 AM,18550,17478,1072,5.8,"Huntington County, IN
(40.882786, -85.49732)"
CN1815300000000,18,153,Sullivan County,IN,01/01/2014 12:00:00 AM,8649,8032,617,7.1,"Sullivan County, IN
(39.095468, -87.409623)"
CN2801500000000,28,015,Carroll County,MS,01/01/2014 12:00:00 AM,3410,3086,324,9.5,"Carroll County, MS
(34.007109, -90.056771)"
CN2806300000000,28,063,Jefferson County,MS,01/01/2014 12:00:00 AM,2403,2016,387,16.1,"Jefferson County, MS
(33.6325, -89.894997)"
CN2212300000000,22,123,West Carroll Parish,LA,01/01/2014 12:00:00 AM,4248,3695,553,13,"West Carroll Parish, LA
(29.908908, -90.144175)"
CN2500500000000,25,005,Bristol County,MA,01/01/2014 12:00:00 AM,287399,266433,20966,7.3,"Bristol County, MA
(42.083299, -71.019903)"
CN2009500000000,20,095,Kingman County,KS,01/01/2014 12:00:00 AM,3608,3464,144,4,"Kingman County, KS
(37.645277, -98.113196)"
CN2611900000000,26,119,Montmorency County,MI,01/01/2014 12:00:00 AM,3154,2743,411,13,"Montmorency County, MI
(44.410837, -85.395633)"
CN2101500000000,21,015,Boone County,KY,01/01/2014 12:00:00 AM,65294,61919,3375,5.2,"Boone County, KY
(36.631401, -83.7211)"
CN2805100000000,28,051,Holmes County,MS,01/01/2014 12:00:00 AM,6135,5214,921,15,"Holmes County, MS
(31.2033, -90.308601)"
CN2300700000000,23,007,Franklin County,ME,01/01/2014 12:00:00 AM,14981,14018,963,6.4,"Franklin County, ME
(47.280931, -68.380117)"
CN2614900000000,26,149,St. Joseph County,MI,01/01/2014 12:00:00 AM,28837,27145,1692,5.9,"St. Joseph County, MI
(42.110545, -86.479361)"
CN2902700000000,29,027,Callaway County,MO,01/01/2014 12:00:00 AM,21875,20651,1224,5.6,"Callaway County, MO
(39.198042, -94.504054)"
CN1911900000000,19,119,Lyon County,IA,01/01/2014 12:00:00 AM,7035,6855,180,2.6,"Lyon County, IA
(43.361836, -91.216977)"
CN2000500000000,20,005,Atchison County,KS,01/01/2014 12:00:00 AM,7643,7146,497,6.5,"Atchison County, KS
(39.560903, -95.127377)"
CN1810700000000,18,107,Montgomery County,IN,01/01/2014 12:00:00 AM,18694,17686,1008,5.4,"Montgomery County, IN
(40.746145, -86.761952)"
CN1807900000000,18,079,Jennings County,IN,01/01/2014 12:00:00 AM,13088,12215,873,6.7,"Jennings County, IN
(39.433896, -86.805909)"
CN1603300000000,16,033,Clark County,ID,01/01/2014 12:00:00 AM,443,422,21,4.7,"Clark County, ID
(48.14536, -116.175024)"
CN2201300000000,22,013,Bienville Parish,LA,01/01/2014 12:00:00 AM,5940,5471,469,7.9,"Bienville Parish, LA
(32.356648, -92.980364)"
CN1810900000000,18,109,Morgan County,IN,01/01/2014 12:00:00 AM,34993,32967,2026,5.8,"Morgan County, IN
(39.372314, -86.255578)"
CN2011900000000,20,119,Meade County,KS,01/01/2014 12:00:00 AM,2383,2320,63,2.6,"Meade County, KS
(37.289848, -98.580594)"
CN2601300000000,26,013,Baraga County,MI,01/01/2014 12:00:00 AM,3462,3070,392,11.3,"Baraga County, MI
(46.534869, -89.178632)"
CN1917700000000,19,177,Van Buren County,IA,01/01/2014 12:00:00 AM,3928,3749,179,4.6,"Van Buren County, IA
(40.597194, -91.653711)"
CN2603100000000,26,031,Cheboygan County,MI,01/01/2014 12:00:00 AM,10662,9514,1148,10.8,"Cheboygan County, MI
(45.646812, -84.474826)"
CN1908500000000,19,085,Harrison County,IA,01/01/2014 12:00:00 AM,7562,7257,305,4,"Harrison County, IA
(43.384934, -94.307301)"
CN1919300000000,19,193,Woodbury County,IA,01/01/2014 12:00:00 AM,56143,53665,2478,4.4,"Woodbury County, IA
(41.012848, -93.590465)"
CN1704100000000,17,041,Douglas County,IL,01/01/2014 12:00:00 AM,9886,9310,576,5.8,"Douglas County, IL
(41.834756, -87.618106)"
CN2610100000000,26,101,Manistee County,MI,01/01/2014 12:00:00 AM,10347,9462,885,8.6,"Manistee County, MI
(44.245812, -86.319545)"
CN2210700000000,22,107,Tensas Parish,LA,01/01/2014 12:00:00 AM,1788,1619,169,9.5,"Tensas Parish, LA
(32.161701, -91.405602)"
CN2707900000000,27,079,Le Sueur County,MN,01/01/2014 12:00:00 AM,15423,14590,833,5.4,"Le Sueur County, MN
(43.829179, -91.308221)"
CN1716500000000,17,165,Saline County,IL,01/01/2014 12:00:00 AM,10793,9915,878,8.1,"Saline County, IL
(39.955, -88.4069)"
CN2910100000000,29,101,Johnson County,MO,01/01/2014 12:00:00 AM,22903,21433,1470,6.4,"Johnson County, MO
(36.778788, -93.684252)"
CN1913700000000,19,137,Montgomery County,IA,01/01/2014 12:00:00 AM,5180,4965,215,4.2,"Montgomery County, IA
(42.238124, -91.187215)"
CN2105300000000,21,053,Clinton County,KY,01/01/2014 12:00:00 AM,4006,3646,360,9,"Clinton County, KY
(36.667062, -88.993606)"
CN2613700000000,26,137,Otsego County,MI,01/01/2014 12:00:00 AM,11198,10283,915,8.2,"Otsego County, MI
(42.461407, -85.69653)"
CN2114500000000,21,145,McCracken County,KY,01/01/2014 12:00:00 AM,29504,27437,2067,7,"McCracken County, KY
(37.005299, -84.017502)"
CN2909900000000,29,099,Jefferson County,MO,01/01/2014 12:00:00 AM,116826,109595,7231,6.2,"Jefferson County, MO
(38.577896, -92.187689)"
CN2019500000000,20,195,Trego County,KS,01/01/2014 12:00:00 AM,1490,1444,46,3.1,"Trego County, KS
(38.885601, -99.891403)"
CN1703900000000,17,039,De Witt County,IL,01/01/2014 12:00:00 AM,7947,7432,515,6.5,"De Witt County, IL
(37.415298, -89.272797)"
CN2702700000000,27,027,Clay County,MN,01/01/2014 12:00:00 AM,35044,33847,1197,3.4,"Clay County, MN
(44.777454, -93.787987)"
CN2910500000000,29,105,Laclede County,MO,01/01/2014 12:00:00 AM,15968,14683,1285,8,"Laclede County, MO
(39.789325, -93.174078)"
CN2705500000000,27,055,Houston County,MN,01/01/2014 12:00:00 AM,10316,9858,458,4.4,"Houston County, MN
(44.74229, -92.852565)"
CN2911500000000,29,115,Linn County,MO,01/01/2014 12:00:00 AM,5242,4817,425,8.1,"Linn County, MO
(36.608376, -94.450697)"
CN1903900000000,19,039,Clarke County,IA,01/01/2014 12:00:00 AM,4693,4482,211,4.5,"Clarke County, IA
(42.784706, -92.667762)"
CN2020300000000,20,203,Wichita County,KS,01/01/2014 12:00:00 AM,1237,1202,35,2.8,"Wichita County, KS
(37.781101, -97.335602)"
CN1700100000000,17,001,Adams County,IL,01/01/2014 12:00:00 AM,32724,30990,1734,5.3,"Adams County, IL
(39.963865, -89.724046)"
CN2903100000000,29,031,Cape Girardeau County,MO,01/01/2014 12:00:00 AM,40833,38616,2217,5.4,"Cape Girardeau County, MO
(37.313167, -89.552421)"
CN2711100000000,27,111,Otter Tail County,MN,01/01/2014 12:00:00 AM,30762,29363,1399,4.5,"Otter Tail County, MN
(46.42657, -95.556796)"
CN2908100000000,29,081,Harrison County,MO,01/01/2014 12:00:00 AM,3997,3737,260,6.5,"Harrison County, MO
(38.653157, -94.349513)"
CN1808300000000,18,083,Knox County,IN,01/01/2014 12:00:00 AM,18842,17861,981,5.2,"Knox County, IN
(39.967502, -87.280153)"
CN1818100000000,18,181,White County,IN,01/01/2014 12:00:00 AM,13454,12773,681,5.1,"White County, IN
(39.4883, -87.454697)"
CN2001900000000,20,019,Chautauqua County,KS,01/01/2014 12:00:00 AM,1579,1493,86,5.4,"Chautauqua County, KS
(37.747332, -95.342803)"
CN2010300000000,20,103,Leavenworth County,KS,01/01/2014 12:00:00 AM,35043,33296,1747,5,"Leavenworth County, KS
(39.32746, -94.918953)"
CN1815700000000,18,157,Tippecanoe County,IN,01/01/2014 12:00:00 AM,91324,86744,4580,5,"Tippecanoe County, IN
(41.208921, -86.114917)"
CN1917500000000,19,175,Union County,IA,01/01/2014 12:00:00 AM,6838,6514,324,4.7,"Union County, IA
(43.477101, -91.465751)"
CN1907900000000,19,079,Hamilton County,IA,01/01/2014 12:00:00 AM,7122,6797,325,4.6,"Hamilton County, IA
(41.170347, -92.904962)"
CN2609100000000,26,091,Lenawee County,MI,01/01/2014 12:00:00 AM,47950,44847,3103,6.5,"Lenawee County, MI
(42.733625, -84.553927)"
CN2605900000000,26,059,Hillsdale County,MI,01/01/2014 12:00:00 AM,20479,19036,1443,7,"Hillsdale County, MI
(41.919964, -84.630676)"
CN2902100000000,29,021,Buchanan County,MO,01/01/2014 12:00:00 AM,46452,43819,2633,5.7,"Buchanan County, MO
(37.211102, -90.1922)"
CN1800300000000,18,003,Allen County,IN,01/01/2014 12:00:00 AM,175664,165636,10028,5.7,"Allen County, IN
(40.033298, -85.650002)"
CN2006700000000,20,067,Grant County,KS,01/01/2014 12:00:00 AM,3942,3808,134,3.4,"Grant County, KS
(38.280943, -95.242135)"
CN2713700000000,27,137,St. Louis County,MN,01/01/2014 12:00:00 AM,101886,96694,5192,5.1,"St. Louis County, MN
(44.943609, -93.368281)"
CN2717100000000,27,171,Wright County,MN,01/01/2014 12:00:00 AM,70914,67919,2995,4.2,"Wright County, MN
(46.273899, -95.185799)"
CN1918300000000,19,183,Washington County,IA,01/01/2014 12:00:00 AM,12364,11916,448,3.6,"Washington County, IA
(41.296469, -91.691723)"
CN1901300000000,19,013,Black Hawk County,IA,01/01/2014 12:00:00 AM,72400,68823,3577,4.9,"Black Hawk County, IA
(40.96413, -92.637858)"
CN2006300000000,20,063,Gove County,KS,01/01/2014 12:00:00 AM,1485,1446,39,2.6,"Gove County, KS
(38.705575, -97.427622)"
CN2115500000000,21,155,Marion County,KY,01/01/2014 12:00:00 AM,9198,8611,587,6.4,"Marion County, KY
(37.412498, -85.128601)"
CN2800100000000,28,001,Adams County,MS,01/01/2014 12:00:00 AM,11592,10624,968,8.4,"Adams County, MS
(32.159698, -90.5606)"
CN2904700000000,29,047,Clay County,MO,01/01/2014 12:00:00 AM,129939,122929,7010,5.4,"Clay County, MO
(39.198042, -94.504054)"
CN2014700000000,20,147,Phillips County,KS,01/01/2014 12:00:00 AM,2912,2810,102,3.5,"Phillips County, KS
(39.755887, -99.321747)"
CN2201700000000,22,017,Caddo Parish,LA,01/01/2014 12:00:00 AM,111246,102987,8259,7.4,"Caddo Parish, LA
(30.2603, -90.758102)"
CN2808300000000,28,083,Leflore County,MS,01/01/2014 12:00:00 AM,10546,9214,1332,12.6,"Leflore County, MS
(33.6936, -90.054703)"
CN2102900000000,21,029,Bullitt County,KY,01/01/2014 12:00:00 AM,39240,36968,2272,5.8,"Bullitt County, KY
(36.923599, -83.366898)"
CN2703900000000,27,039,Dodge County,MN,01/01/2014 12:00:00 AM,11206,10738,468,4.2,"Dodge County, MN
(44.029912, -92.849132)"
CN2119300000000,21,193,Perry County,KY,01/01/2014 12:00:00 AM,9544,8561,983,10.3,"Perry County, KY
(38.0481, -83.399399)"
CN2710700000000,27,107,Norman County,MN,01/01/2014 12:00:00 AM,3302,3136,166,5,"Norman County, MN
(44.647212, -95.80846)"
CN2107500000000,21,075,Fulton County,KY,01/01/2014 12:00:00 AM,2229,2044,185,8.3,"Fulton County, KY
(36.504024, -88.875349)"
CN2808500000000,28,085,Lincoln County,MS,01/01/2014 12:00:00 AM,13732,12823,909,6.6,"Lincoln County, MS
(32.195599, -89.577202)"
CN2804900000000,28,049,Hinds County,MS,01/01/2014 12:00:00 AM,108018,100172,7846,7.3,"Hinds County, MS
(34.9622, -89.741898)"
CN2912700000000,29,127,Marion County,MO,01/01/2014 12:00:00 AM,14690,13882,808,5.5,"Marion County, MO
(38.239014, -91.068829)"
CN1603500000000,16,035,Clearwater County,ID,01/01/2014 12:00:00 AM,3135,2844,291,9.3,"Clearwater County, ID
(46.022499, -115.889999)"
CN2005300000000,20,053,Ellsworth County,KS,01/01/2014 12:00:00 AM,3450,3348,102,3,"Ellsworth County, KS
(38.732036, -98.228328)"
CN2107100000000,21,071,Floyd County,KY,01/01/2014 12:00:00 AM,12410,11137,1273,10.3,"Floyd County, KY
(37.005001, -83.970299)"
CN2901300000000,29,013,Bates County,MO,01/01/2014 12:00:00 AM,8131,7559,572,7,"Bates County, MO
(40.293301, -94.7742)"
CN2501100000000,25,011,Franklin County,MA,01/01/2014 12:00:00 AM,39343,37274,2069,5.3,"Franklin County, MA
(42.082434, -71.396717)"
CN1602900000000,16,029,Caribou County,ID,01/01/2014 12:00:00 AM,3857,3694,163,4.2,"Caribou County, ID
(43.1031, -111.263901)"
CN1908300000000,19,083,Hardin County,IA,01/01/2014 12:00:00 AM,8737,8357,380,4.3,"Hardin County, IA
(43.000781, -96.487942)"
CN2207500000000,22,075,Plaquemines Parish,LA,01/01/2014 12:00:00 AM,10253,9670,583,5.7,"Plaquemines Parish, LA
(30.289295, -91.234556)"
CN2100700000000,21,007,Ballard County,KY,01/01/2014 12:00:00 AM,3678,3384,294,8,"Ballard County, KY
(38.243464, -85.564528)"
CN2011300000000,20,113,McPherson County,KS,01/01/2014 12:00:00 AM,16848,16302,546,3.2,"McPherson County, KS
(38.373551, -97.667066)"
CN2019900000000,20,199,Wallace County,KS,01/01/2014 12:00:00 AM,878,855,23,2.6,"Wallace County, KS
(38.791388, -99.893398)"
CN1702300000000,17,023,Clark County,IL,01/01/2014 12:00:00 AM,7985,7419,566,7.1,"Clark County, IL
(39.329882, -88.742599)"
CN1804900000000,18,049,Fulton County,IN,01/01/2014 12:00:00 AM,9790,9179,611,6.2,"Fulton County, IN
(40.946348, -86.26326)"
CN2004700000000,20,047,Edwards County,KS,01/01/2014 12:00:00 AM,1607,1554,53,3.3,"Edwards County, KS
(39.062071, -94.82022)"
CN2608100000000,26,081,Kent County,MI,01/01/2014 12:00:00 AM,335840,319095,16745,5,"Kent County, MI
(43.220163, -85.752649)"
CN1603900000000,16,039,Elmore County,ID,01/01/2014 12:00:00 AM,11026,10447,579,5.3,"Elmore County, ID
(48.479698, -116.461403)"
CN2004500000000,20,045,Douglas County,KS,01/01/2014 12:00:00 AM,64733,62090,2643,4.1,"Douglas County, KS
(37.519613, -97.013552)"
CN1702700000000,17,027,Clinton County,IL,01/01/2014 12:00:00 AM,20008,18930,1078,5.4,"Clinton County, IL
(41.615525, -87.529904)"
CN2700900000000,27,009,Benton County,MN,01/01/2014 12:00:00 AM,21625,20531,1094,5.1,"Benton County, MN
(44.760101, -93.830254)"
CN2212100000000,22,121,West Baton Rouge Parish,LA,01/01/2014 12:00:00 AM,12900,12152,748,5.8,"West Baton Rouge Parish, LA
(31.6361, -91.57)"
CN2401300000000,24,013,Carroll County,MD,01/01/2014 12:00:00 AM,92564,88116,4448,4.8,"Carroll County, MD
(38.9814, -76.983597)"
CN2018100000000,20,181,Sherman County,KS,01/01/2014 12:00:00 AM,3095,2996,99,3.2,"Sherman County, KS
(37.257198, -95.0569)"
CN2402500000000,24,025,Harford County,MD,01/01/2014 12:00:00 AM,135233,127549,7684,5.7,"Harford County, MD
(39.588902, -76.663597)"
CN2614300000000,26,143,Roscommon County,MI,01/01/2014 12:00:00 AM,7949,7032,917,11.5,"Roscommon County, MI
(42.812342, -82.758045)"
CN2703700000000,27,037,Dakota County,MN,01/01/2014 12:00:00 AM,230600,221882,8718,3.8,"Dakota County, MN
(48.158901, -96.194199)"
CN2301100000000,23,011,Kennebec County,ME,01/01/2014 12:00:00 AM,63291,59940,3351,5.3,"Kennebec County, ME
(44.668301, -67.464401)"
CN2206300000000,22,063,Livingston Parish,LA,01/01/2014 12:00:00 AM,66671,63011,3660,5.5,"Livingston Parish, LA
(30.503191, -90.749792)"
CN1912100000000,19,121,Madison County,IA,01/01/2014 12:00:00 AM,8259,7882,377,4.6,"Madison County, IA
(40.788601, -91.933601)"
CN2904100000000,29,041,Chariton County,MO,01/01/2014 12:00:00 AM,3867,3644,223,5.8,"Chariton County, MO
(37.263331, -94.306759)"
CN1912700000000,19,127,Marshall County,IA,01/01/2014 12:00:00 AM,19902,18822,1080,5.4,"Marshall County, IA
(42.034679, -92.912686)"
CN1719700000000,17,197,Will County,IL,01/01/2014 12:00:00 AM,355897,328713,27184,7.6,"Will County, IL
(39.071132, -89.855916)"
CN2610300000000,26,103,Marquette County,MI,01/01/2014 12:00:00 AM,33759,31374,2385,7.1,"Marquette County, MI
(46.54391, -87.397554)"
CN2112700000000,21,127,Lawrence County,KY,01/01/2014 12:00:00 AM,5279,4774,505,9.6,"Lawrence County, KY
(38.034294, -84.895387)"
CN2205100000000,22,051,Jefferson Parish,LA,01/01/2014 12:00:00 AM,218398,205329,13069,6,"Jefferson Parish, LA
(29.962906, -90.154911)"
CN2106100000000,21,061,Edmonson County,KY,01/01/2014 12:00:00 AM,4784,4385,399,8.3,"Edmonson County, KY
(36.980098, -85.612293)"
CN1802900000000,18,029,Dearborn County,IN,01/01/2014 12:00:00 AM,25114,23468,1646,6.6,"Dearborn County, IN
(41.158901, -87.199203)"
CN2108300000000,21,083,Graves County,KY,01/01/2014 12:00:00 AM,15872,14687,1185,7.5,"Graves County, KY
(37.639702, -88.0131)"
CN2913100000000,29,131,Miller County,MO,01/01/2014 12:00:00 AM,11691,10794,897,7.7,"Miller County, MO
(38.898602, -92.123299)"
CN1714100000000,17,141,Ogle County,IL,01/01/2014 12:00:00 AM,26003,24088,1915,7.4,"Ogle County, IL
(41.299189, -89.06811)"
CN1713700000000,17,137,Morgan County,IL,01/01/2014 12:00:00 AM,17265,16239,1026,5.9,"Morgan County, IL
(41.593513, -87.694621)"
CN1816100000000,18,161,Union County,IN,01/01/2014 12:00:00 AM,3544,3345,199,5.6,"Union County, IN
(40.20212, -84.814328)"
CN1810100000000,18,101,Martin County,IN,01/01/2014 12:00:00 AM,4955,4691,264,5.3,"Martin County, IN
(39.427864, -86.428581)"
CN2704100000000,27,041,Douglas County,MN,01/01/2014 12:00:00 AM,19796,19057,739,3.7,"Douglas County, MN
(44.108101, -92.573601)"
CN2716700000000,27,167,Wilkin County,MN,01/01/2014 12:00:00 AM,3577,3456,121,3.4,"Wilkin County, MN
(43.958779, -91.681573)"
CN1701300000000,17,013,Calhoun County,IL,01/01/2014 12:00:00 AM,2375,2178,197,8.3,"Calhoun County, IL
(38.670462, -89.984749)"
CN2005100000000,20,051,Ellis County,KS,01/01/2014 12:00:00 AM,17931,17438,493,2.7,"Ellis County, KS
(37.791786, -95.150237)"
CN1720100000000,17,201,Winnebago County,IL,01/01/2014 12:00:00 AM,142389,130695,11694,8.2,"Winnebago County, IL
(42.267331, -89.241424)"
CN1712500000000,17,125,Mason County,IL,01/01/2014 12:00:00 AM,6656,6087,569,8.5,"Mason County, IL
(39.809687, -89.396962)"
CN2809300000000,28,093,Marshall County,MS,01/01/2014 12:00:00 AM,14347,13100,1247,8.7,"Marshall County, MS
(33.839803, -90.724911)"
CN2018300000000,20,183,Smith County,KS,01/01/2014 12:00:00 AM,2120,2054,66,3.1,"Smith County, KS
(39.780244, -98.785769)"
CN2402700000000,24,027,Howard County,MD,01/01/2014 12:00:00 AM,173365,165867,7498,4.3,"Howard County, MD
(39.361401, -76.7239)"
CN2400100000000,24,001,Allegany County,MD,01/01/2014 12:00:00 AM,33268,30739,2529,7.6,"Allegany County, MD
(38.589174, -76.091586)"
CN1711300000000,17,113,McLean County,IL,01/01/2014 12:00:00 AM,91023,86071,4952,5.4,"McLean County, IL
(38.089549, -88.535021)"
CN2117500000000,21,175,Morgan County,KY,01/01/2014 12:00:00 AM,4798,4347,451,9.4,"Morgan County, KY
(37.683805, -87.916792)"
CN1902300000000,19,023,Butler County,IA,01/01/2014 12:00:00 AM,8407,8049,358,4.3,"Butler County, IA
(42.697498, -92.783302)"
CN1711500000000,17,115,Macon County,IL,01/01/2014 12:00:00 AM,50954,46639,4315,8.5,"Macon County, IL
(39.809687, -89.396962)"
CN1914900000000,19,149,Plymouth County,IA,01/01/2014 12:00:00 AM,14713,14205,508,3.5,"Plymouth County, IA
(43.247405, -93.123275)"
CN2114100000000,21,141,Logan County,KY,01/01/2014 12:00:00 AM,11929,11256,673,5.6,"Logan County, KY
(38.046356, -84.497021)"
CN2114300000000,21,143,Lyon County,KY,01/01/2014 12:00:00 AM,2983,2775,208,7,"Lyon County, KY
(37.179699, -83.966904)"
CN2501900000000,25,019,Nantucket County/town,MA,01/01/2014 12:00:00 AM,6926,6499,427,6.2,"Nantucket County/town, MA
(41.283208, -70.09923)"
CN1910300000000,19,103,Johnson County,IA,01/01/2014 12:00:00 AM,84304,81687,2617,3.1,"Johnson County, IA
(41.1217, -93.724701)"
CN2610500000000,26,105,Mason County,MI,01/01/2014 12:00:00 AM,14666,13556,1110,7.6,"Mason County, MI
(45.774999, -84.730085)"
CN2609700000000,26,097,Mackinac County,MI,01/01/2014 12:00:00 AM,5285,4692,593,11.2,"Mackinac County, MI
(45.774999, -84.730085)"
CN1802500000000,18,025,Crawford County,IN,01/01/2014 12:00:00 AM,4893,4519,374,7.6,"Crawford County, IN
(40.042859, -86.903342)"
